t(s)	I(mA)	V(V)
0.05	220.809596633	5.02760443989
0.1	221.356075471	5.04507924576
0.15	220.809596633	5.01115756379
0.2	221.356075471	5.04507924576
0.25	220.809596633	5.02760443989
0.3	220.809596633	5.04507924576
0.35	220.295263608	5.02760443989
0.4	220.295263608	5.02760443989
0.45	220.295263608	5.02760443989
0.5	220.809596633	5.02760443989
0.55	220.295263608	5.02760443989
0.6	219.780930583	5.02760443989
0.65	218.72011872	4.97723588182
0.7	214.509017081	4.91042044763
0.75	210.844394281	4.82613020758
0.8	202.454336816	4.64110285138
0.85	201.907857978	4.62465597528
0.9	200.879191929	4.59073429331
0.95	200.33271309	4.60820909917
1	198.757568202	4.55784054109
1.05	196.153757265	4.48999717715
1.1	190.367510738	4.32244462681
1.15	187.217220962	4.25562919263
1.2	187.217220962	4.23815438677
1.25	186.702887937	4.23815438677
1.3	186.702887937	4.23815438677
1.35	186.156409099	4.23815438677
1.4	186.156409099	4.22170751066
1.45	180.402308386	4.10349558864
1.5	179.855829547	4.08704871254
1.55	176.705539771	4.02023327835
1.6	177.25201861	4.02023327835
1.65	176.705539771	4.02023327835
1.7	175.676873722	4.02023327835
1.75	175.130394883	3.98631159638
1.8	172.526583946	3.9359430383
1.85	171.465772083	3.90202135633
1.9	170.951439058	3.86912760412
1.95	168.829815332	3.83520592215
2	165.165192531	3.76839048797
2.05	163.075714619	3.70054712403
2.1	158.86461298	3.61625688398
2.15	158.350279955	3.59981000787
2.2	156.775135067	3.5658883259
2.25	156.775135067	3.5658883259
2.3	153.624845291	3.49907289172
2.35	150.98888854	3.43225745753
2.4	144.173975964	3.33152034138
2.45	141.023686188	3.26367697744
2.5	141.023686188	3.22975529547
2.55	139.962874325	3.22975529547
2.6	139.4485413	3.19686154326
2.65	138.387729437	3.16293986129
2.7	135.237439661	3.0961244271
2.75	133.147961749	3.06220274513
2.8	129.451193134	2.96146562898
2.85	126.847382197	2.9110970709
2.9	125.272237309	2.87717538893
2.95	124.725758471	2.84428163672
3	123.150613583	2.82680683085
3.05	121.06113567	2.75999139667
3.1	120.546802646	2.75999139667
3.15	119.485990782	2.74251659081
3.2	116.335701006	2.69214803273
3.25	114.760556119	2.64177947465
3.3	113.699744255	2.60888572244
3.35	112.124599367	2.57496404047
3.4	111.095933318	2.55851716436
3.45	110.549454479	2.5410423585
3.5	108.974309592	2.50814860628
3.55	104.248874928	2.40741149013
3.6	98.4947742149	2.23883101004
3.65	97.4339623516	2.20490932807
3.7	94.2836725758	2.15454076999
3.75	90.6190497754	2.0712784597
3.8	85.8936151117	1.95306653768
3.85	84.3184702238	1.93661966157
3.9	80.1073685847	1.83588254542
3.95	76.4427457843	1.78551398734
4	72.2316441452	1.66730206533
4.05	67.5062094815	1.55011807306
4.1	63.2951078424	1.44938095691
4.15	59.1161520174	1.34864384076
4.2	57.5410071295	1.31472215879
4.25	53.3299054904	1.23043191874
4.3	51.2404275779	1.18006336066
4.35	47.0293259388	1.07932624451
4.4	44.9398480263	1.02895768643
4.45	38.092789636	0.861405136093
4.5	32.8530219477	0.760668019939
4.55	26.5524423961	0.609562345708
4.6	16.587240044	0.390613307536
4.65	12.8904714296	0.273429315275
4.7	10.2545146784	0.255954509412
4.75	9.22584862914	0.205585951335
4.8	7.65070374124	0.172692199121
4.85	7.10422490258	0.155217393258
4.9	6.07555885334	0.121295711288
4.95	5.52908001468	0.104848835181
5	3.95393512677	0.0709271532105
5.05	3.95393512677	0.0709271532105
5.1	2.37879023887	0.0544802771037
5.15	3.43960210215	0.0709271532105
5.2	2.92526907753	0.0544802771037
5.25	3.43960210215	0.0709271532105
5.3	2.92526907753	0.0544802771037
5.35	2.92526907753	0.0544802771037
5.4	2.92526907753	0.0544802771037
5.45	2.37879023887	0.0544802771037
5.5	2.92526907753	0.0544802771037
5.55	2.37879023887	0.0544802771037
5.6	2.92526907753	0.0544802771037
5.65	1.86445721425	0.0544802771037
5.7	3.43960210215	0.0709271532105
5.75	2.92526907753	0.0380334009969
5.8	3.43960210215	0.0709271532105
5.85	2.92526907753	0.0544802771037
5.9	2.37879023887	0.0709271532105
5.95	2.92526907753	0.0544802771037
6	2.92526907753	0.0544802771037
6.05	2.92526907753	0.0544802771037
6.1	1.86445721425	0.0380334009969
6.15	2.92526907753	0.0544802771037
6.2	2.37879023887	0.0380334009969
6.25	2.92526907753	0.0544802771037
6.3	2.37879023887	0.0380334009969
6.35	3.43960210215	0.0709271532105
6.4	3.43960210215	0.0380334009969
6.45	3.43960210215	0.0709271532105
6.5	2.92526907753	0.0544802771037
6.55	2.92526907753	0.0709271532105
6.6	2.92526907753	0.0544802771037
6.65	2.37879023887	0.0380334009969
6.7	3.43960210215	0.0544802771037
6.75	2.92526907753	0.0544802771037
6.8	2.92526907753	0.0544802771037
6.85	2.37879023887	0.0544802771037
6.9	2.92526907753	0.0544802771037
6.95	2.92526907753	0.0380334009969
7	3.43960210215	0.0709271532105
7.05	2.92526907753	0.0380334009969
7.1	3.43960210215	0.0709271532105
7.15	2.92526907753	0.0544802771037
7.2	2.92526907753	0.0709271532105
7.25	2.92526907753	0.0544802771037
7.3	2.92526907753	0.0544802771037
7.35	3.43960210215	0.0544802771037
7.4	2.92526907753	0.0544802771037
7.45	3.43960210215	0.0544802771037
7.5	2.92526907753	0.0380334009969
