t(s)	I(mA)	V(V)
0.05	149.928076677	5.09544780383
0.1	149.928076677	5.09544780383
0.15	148.899410628	5.06152612186
0.2	147.838598765	5.04507924576
0.25	147.838598765	5.04507924576
0.3	145.202642013	4.96078900571
0.35	141.538019213	4.86005188955
0.4	139.4485413	4.7593147734
0.45	138.902062462	4.7593147734
0.5	137.326917574	4.70894621532
0.55	135.237439661	4.64110285138
0.6	134.176627798	4.60820909917
0.65	133.147961749	4.5742874172
0.7	128.93686011	4.42318174297
0.75	127.361715222	4.35636630878
0.8	126.300903358	4.32244462681
0.85	125.786570334	4.30599775071
0.9	122.636280558	4.20526063455
0.95	118.425178919	4.05312703057
1	116.850034031	4.00275847249
1.05	113.699744255	3.90202135633
1.1	110.549454479	3.83520592215
1.15	108.459976567	3.7509156821
1.2	106.370498654	3.68410024792
1.25	103.734541903	3.61625688398
1.3	101.098585152	3.49907289172
1.35	99.5234402642	3.46515120975
1.4	97.4339623516	3.38188889946
1.45	97.4339623516	3.36441409359
1.5	94.2836725758	3.29759865941
1.55	89.5582379121	3.14649298518
1.6	85.8936151117	3.01183418705
1.65	84.3184702238	2.94501875287
1.7	83.2576583605	2.89465019479
1.75	79.5930355601	2.81035995475
1.8	76.9570788089	2.7260697147
1.85	74.8676008964	2.64177947465
1.9	72.7459771698	2.59141091658
1.95	71.7173111206	2.5410423585
2	69.595687394	2.49067380042
2.05	69.0813543694	2.45778004821
2.1	66.4453976182	2.37348980816
2.15	64.8702527303	2.30564644422
2.2	62.2664417932	2.22238413393
2.25	59.630485042	2.10417221191
2.3	57.5410071295	2.03735677773
2.35	56.4801952662	2.00343509576
2.4	55.9658622416	1.98698821965
2.45	54.9050503783	1.97054134354
2.5	53.844238515	1.9026979796
2.55	51.2404275779	1.81840773956
2.6	49.1188038513	1.75159230537
2.65	46.5149929142	1.68477687119
2.7	43.879036163	1.58403975503
2.75	43.3647031384	1.53367119696
2.8	41.7895582505	1.49974951499
2.85	40.7287463872	1.46582783302
2.9	38.092789636	1.38153759297
2.95	34.4281668356	1.26435360071
3	30.7635440351	1.14716960845
3.05	28.6419203086	1.0628793684
3.1	27.6132542593	1.04643249229
3.15	27.6132542593	1.01251081032
3.2	27.0667754207	1.02895768643
3.25	27.0667754207	0.99503600446
3.3	23.9164856449	0.91177369417
3.35	23.9164856449	0.8778520122
3.4	21.3126747077	0.793561772152
3.45	18.1623849319	0.692824655998
3.5	15.0120951561	0.592087539844
3.55	13.9512832928	0.558165857874
3.6	13.4048044542	0.541718981767
3.65	11.8296595663	0.507797299797
3.7	11.3153265417	0.45742874172
3.75	11.3153265417	0.45742874172
3.8	10.2545146784	0.440981865613
3.85	8.67936979048	0.374166431429
3.9	7.10422490258	0.340244749459
3.95	7.10422490258	0.323797873352
4	7.10422490258	0.323797873352
4.05	7.10422490258	0.323797873352
4.1	6.07555885334	0.306323067489
4.15	7.10422490258	0.289876191382
4.2	6.07555885334	0.289876191382
4.25	6.07555885334	0.273429315275
4.3	6.58989187796	0.273429315275
4.35	5.52908001468	0.255954509412
4.4	5.52908001468	0.255954509412
4.45	5.52908001468	0.239507633305
4.5	5.01474699005	0.239507633305
4.55	5.01474699005	0.239507633305
4.6	5.01474699005	0.239507633305
4.65	5.01474699005	0.239507633305
4.7	5.01474699005	0.223060757198
4.75	4.50041396543	0.205585951335
4.8	4.50041396543	0.189139075228
4.85	3.43960210215	0.189139075228
4.9	3.43960210215	0.172692199121
4.95	3.43960210215	0.155217393258
5	2.92526907753	0.155217393258
5.05	2.92526907753	0.155217393258
5.1	2.92526907753	0.155217393258
5.15	2.37879023887	0.155217393258
5.2	2.37879023887	0.155217393258
5.25	1.86445721425	0.138770517151
5.3	2.37879023887	0.121295711288
5.35	2.37879023887	0.138770517151
5.4	1.86445721425	0.138770517151
5.45	2.92526907753	0.138770517151
5.5	2.37879023887	0.138770517151
5.55	2.92526907753	0.138770517151
5.6	2.37879023887	0.138770517151
5.65	2.92526907753	0.138770517151
5.7	2.37879023887	0.138770517151
5.75	2.92526907753	0.138770517151
5.8	1.86445721425	0.138770517151
5.85	2.37879023887	0.138770517151
5.9	2.92526907753	0.138770517151
5.95	2.37879023887	0.138770517151
6	2.37879023887	0.138770517151
6.05	1.86445721425	0.138770517151
6.1	2.92526907753	0.138770517151
6.15	2.92526907753	0.138770517151
6.2	3.43960210215	0.138770517151
6.25	2.92526907753	0.138770517151
6.3	2.92526907753	0.138770517151
6.35	2.92526907753	0.138770517151
6.4	2.92526907753	0.155217393258
6.45	2.92526907753	0.155217393258
6.5	2.92526907753	0.138770517151
6.55	3.43960210215	0.155217393258
6.6	2.92526907753	0.155217393258
6.65	3.43960210215	0.155217393258
6.7	3.43960210215	0.155217393258
6.75	3.43960210215	0.138770517151
6.8	3.43960210215	0.155217393258
6.85	3.43960210215	0.155217393258
6.9	3.43960210215	0.155217393258
6.95	3.43960210215	0.155217393258
7	2.92526907753	0.155217393258
7.05	3.43960210215	0.155217393258
7.1	3.43960210215	0.155217393258
7.15	2.92526907753	0.155217393258
7.2	3.43960210215	0.155217393258
7.25	3.43960210215	0.155217393258
7.3	2.37879023887	0.155217393258
7.35	2.92526907753	0.155217393258
7.4	2.37879023887	0.155217393258
7.45	2.37879023887	0.155217393258
7.5	2.92526907753	0.155217393258
